county,state,Lat,Long_,Confirmed,Deaths
Mono,California,37.93899289,-118.8872409,162,2
Newton,Texas,30.78548982,-93.74408813,162,6
Nevada,Arkansas,33.66340119,-93.30632432,161,11
Saline,Illinois,37.75332999,-88.54119706,161,3
Somerset,Pennsylvania,39.97172723,-79.02699593,161,3
Madison,Iowa,41.33081904,-94.01554631,160,2
Park,Wyoming,44.52157546,-109.5852825,160,0
Teller,Colorado,38.88133511,-105.1614893,160,3
Falls,Texas,31.25350609,-96.93630086,159,3
Henry,Kentucky,38.44942688,-85.11587507,159,1
Atchison,Kansas,39.53185661,-95.30870026,157,0
Choctaw,Mississippi,33.34598242,-89.24809382,157,4
McCormick,South Carolina,33.90161443,-82.30794338,157,4
Seward,Nebraska,40.87241834,-97.139673,157,2
Franklin,Arkansas,35.51202821,-93.89299569,156,2
Randolph,Indiana,40.15734772,-85.01139319,156,7
Scott,Tennessee,36.42325673,-84.50360494,156,2
Fremont,Colorado,38.47362326,-105.4399667,155,0
Haskell,Oklahoma,35.222576,-95.11513306,155,4
Huntington,Indiana,40.82907273,-85.48822092,155,3
Sabana Grande,Puerto Rico,18.08282,-66.943758,155,0
Benton,Missouri,38.29503305,-93.28756116,154,1
Josephine,Oregon,42.3665549,-123.5561938,154,2
Stutsman,North Dakota,46.97962541,-98.95637318,154,3
Talbot,Georgia,32.69642758,-84.53351366,154,5
Winnebago,Iowa,43.37751174,-93.73407298,154,7
Jackson,Ohio,39.01914254,-82.6181856,153,1
Williams,Ohio,41.56052014,-84.58429552,153,3
Delta,Colorado,38.86246243,-107.8631342,152,2
Douglas,Minnesota,45.93348491,-95.45335469,152,1
Mifflin,Pennsylvania,40.61116939,-77.61070738,152,1
Morris,Texas,33.11304005,-94.73255695,152,3
Humboldt,Iowa,42.7764426,-94.20722537,151,2
Meigs,Tennessee,35.51558739,-84.81482914,151,2
Pottawatomie,Kansas,39.37925655,-96.34564657,151,0
Sawyer,Wisconsin,45.87931905,-91.14504927,151,0
Appomattox,Virginia,37.37569884,-78.81340003,150,1
Dodge,Minnesota,44.02238415,-92.86244324,150,0
Harrison,Kentucky,38.44188174,-84.32869741,150,0
Lampasas,Texas,31.19531316,-98.24206613,150,5
Spencer,Indiana,38.01519732,-87.0079644,150,3
Grant,Kansas,37.56227336,-101.3079758,149,3
Hancock,Iowa,43.08178477,-93.73454884,149,2
Juniata,Pennsylvania,40.53358749,-77.3997513,149,6
Clinton,New York,44.74530905,-73.67875352,148,5
Jefferson,New York,44.04200959,-75.94653457,148,0
Snyder,Pennsylvania,40.77129231,-77.06840691,148,2
Williamsburg,Virginia,37.28131268,-76.70905141,148,6
Cedar,Iowa,41.77233777,-91.13246684,147,1
Crawford,Georgia,32.71391813,-83.98061238,147,1
Grundy,Tennessee,35.38433717,-85.72142731,147,2
Lewis,Kentucky,38.53184419,-83.37735618,147,10
Nolan,Texas,32.30365282,-100.4060208,147,4
Sharp,Arkansas,36.16258158,-91.47819342,147,5
New Kent,Virginia,37.50694406,-76.99828634,146,1
Wythe,Virginia,36.91582035,-81.07834059,146,3
Hutchinson,Texas,35.84006574,-101.3546643,145,3
McLean,North Dakota,47.60766714,-101.3182418,145,1
Pine,Minnesota,46.12105238,-92.74070188,145,0
Fayette,Illinois,39.00072038,-89.02452658,144,3
Moultrie,Illinois,39.64187451,-88.62099969,144,0
Otsego,Michigan,45.02085831,-84.59898295,144,11
Red River,Texas,33.61886692,-95.04841765,144,14
Scott,Virginia,36.71466456,-82.60171704,144,3
Gogebic,Michigan,46.40862701,-89.69377193,142,1
Guayanilla,Puerto Rico,18.039942,-66.79186,142,0
Harrison,Iowa,41.68330137,-95.81558439,142,1
Waushara,Wisconsin,44.11324419,-89.24317107,142,2
Yoakum,Texas,33.17320212,-102.8276433,142,4
Iosco,Michigan,44.35486835,-83.63484895,141,12
Lyon,Iowa,43.38107862,-96.20926845,141,2
Ouachita,Arkansas,33.58839816,-92.87795984,141,4
Sequatchie,Tennessee,35.36979721,-85.41022136,141,1
Wheeler,Georgia,32.12009104,-82.72574721,141,4
Delta,Michigan,45.9048491,-86.9080745,140,3
Floyd,Kentucky,37.56213922,-82.74750924,140,2
Floyd,Virginia,36.9302126,-80.36738849,140,2
Mineral,West Virginia,39.41561583,-78.94104895,140,4
Murray,Minnesota,44.02216709,-95.76328482,140,1
Walsh,North Dakota,48.36876964,-97.72574783,140,1
Grant,West Virginia,39.10314817,-79.19440518,139,5
Marion,Texas,32.79868409,-94.3566123,139,10
Newton,Indiana,40.95610449,-87.39635768,137,10
Southeast Utah,Utah,38.99617072,-110.7013958,137,1
Hocking,Ohio,39.49537927,-82.47991446,136,9
Preston,West Virginia,39.46770987,-79.66712803,136,4
Tensas,Louisiana,32.00760749,-91.32915234,136,1
Cherokee,Iowa,42.73538914,-95.62389402,135,1
Greene,Pennsylvania,39.85746531,-80.22357106,135,1
Owen,Indiana,39.31145587,-86.83900724,135,1
Pike,Missouri,39.34310674,-91.16980779,135,1
Cleveland,Arkansas,33.89723187,-92.18537045,134,3
Fayette,Iowa,42.86271799,-91.8441231,134,1
Lincoln,Kentucky,37.45475628,-84.6565327,134,2
Marshall,West Virginia,39.86064362,-80.66591062,133,1
Alpena,Michigan,45.03477666,-83.62212411,132,14
Boone,West Virginia,38.01974191,-81.69888019,132,0
Grant,Kentucky,38.64962758,-84.62415957,132,6
Routt,Colorado,40.48596505,-106.9905548,132,8
Clinton,Pennsylvania,41.23255967,-77.63785995,131,5
Chippewa,Minnesota,45.02343421,-95.56403693,130,1
Gallia,Ohio,38.82708533,-82.31647569,130,3
Patillas,Puerto Rico,18.03174,-66.012242,130,0
Baxter,Arkansas,36.28784385,-92.33782872,129,0
Marshall,Oklahoma,34.02311222,-96.76855464,129,1
Monroe,Kentucky,36.71225341,-85.71596443,129,2
Richland,North Dakota,46.26440649,-96.94852979,129,1
Albany,Wyoming,41.65498705,-105.7235415,128,0
Columbia,Oregon,45.94464254,-123.0890898,128,1
Door,Wisconsin,44.95856458,-87.30002707,128,3
Glacier,Montana,48.70513576,-112.9934235,128,1
Guernsey,Ohio,40.05026529,-81.49248905,128,7
Jones,North Carolina,35.02254606,-77.35870791,128,6
Pocahontas,Iowa,42.73420133,-94.67862564,128,2
Avery,North Carolina,36.07569796,-81.92308483,127,0
Cumberland,Illinois,39.27432424,-88.2401158,127,3
Green,Kentucky,37.26484328,-85.5540745,127,6
Naguabo,Puerto Rico,18.230637,-65.753897,127,0
Rush,Indiana,39.62002287,-85.4655599,127,4
Sheridan,Wyoming,44.79048913,-106.8862389,127,0
Taylor,Georgia,32.55792548,-84.25077141,127,5
Lewis,Tennessee,35.52853208,-87.49022694,126,1
Montour,Pennsylvania,41.03023987,-76.66345939,126,4
Siskiyou,California,41.59198861,-122.5407434,126,0
Carroll,Illinois,42.06823429,-89.93395545,125,4
Carroll,Ohio,40.5789686,-81.09178213,125,6
Gage,Nebraska,40.26186809,-96.68946704,125,4
Sibley,Minnesota,44.5796592,-94.23164924,125,2
Stevens,Washington,48.40035475,-117.8542701,125,1
Swain,North Carolina,35.48665845,-83.48748932,125,3
Wyoming,New York,42.70145109,-78.22199579,125,5
Blanco,Texas,30.26640707,-98.3999852,124,5
Otsego,New York,42.63492579,-75.03151402,124,5
Ray,Missouri,39.3537468,-93.98905745,124,0
Rowan,Kentucky,38.19484205,-83.42088935,124,0
Belknap,New Hampshire,43.51637314,-71.41684235,123,4
Bond,Illinois,38.88829622,-89.43534887,123,3
Cheshire,New Hampshire,42.92015988,-72.25311043,123,3
Clinton,Missouri,39.6013098,-94.40465394,123,0
Hancock,Illinois,40.40423981,-91.16313899,123,2
Hart,Kentucky,37.29943898,-85.88461055,123,1
Meade,Kentucky,37.96163597,-86.21028219,123,3
Montezuma,Colorado,37.33859579,-108.5958857,123,5
Pulaski,Virginia,37.06474963,-80.71229738,123,3
Pushmataha,Oklahoma,34.41635232,-95.37603505,123,1
Rincon,Puerto Rico,18.335443,-67.23174,123,0
Sanilac,Michigan,43.42406072,-82.82055898,123,7
Santa Isabel,Puerto Rico,17.994525,-66.388913,123,0
Franklin,Vermont,44.85627605,-72.91249563,122,7
Jay,Indiana,40.43781032,-85.00576229,122,0
Mills,Iowa,41.03299766,-95.61920963,122,1
Teton,Idaho,43.75303583,-111.2056773,122,0
Davison,South Dakota,43.67490933,-98.14458906,121,2
Del Norte,California,41.74228275,-123.8974063,121,1
Goliad,Texas,28.65696592,-97.42760647,121,6
Hughes,South Dakota,44.39091534,-99.99661148,121,3
Andrew,Missouri,39.98492163,-94.80163024,120,1
Elbert,Colorado,39.28656773,-104.1358721,120,2
Grundy,Iowa,42.40183723,-92.78829551,120,1
Howard,Iowa,43.35671042,-92.31702714,120,2
Jack,Texas,33.23377248,-98.17283469,120,0
Perquimans,North Carolina,36.17847453,-76.40603143,120,2
Windham,Vermont,42.986982,-72.71268875,120,3
Adjuntas,Puerto Rico,18.180117,-66.754367,119,0
Aibonito,Puerto Rico,18.131361,-66.264131,119,0
Arroyo,Puerto Rico,17.998457,-66.056546,119,0
Barceloneta,Puerto Rico,18.445533,-66.560531,119,0
Essex,New York,44.11630765,-73.77297842,119,0
Sioux,North Dakota,46.11323337,-101.0440149,119,2
Beckham,Oklahoma,35.26862449,-99.68128023,118,1
Hancock,West Virginia,40.51943859,-80.57461608,118,0
Hormigueros,Puerto Rico,18.134532,-67.113972,118,0
Iron,Wisconsin,46.26302338,-90.24295041,118,1
Washington,Kentucky,37.75599461,-85.17407732,118,1
Calhoun,Iowa,42.38521079,-94.64046046,117,2
Charles Mix,South Dakota,43.20660134,-98.58856175,117,0
Kossuth,Iowa,43.20405458,-94.20691791,117,0
Mason,Michigan,43.99509218,-86.24988902,117,0
Pulaski,Illinois,37.22631423,-89.13085001,117,1
Somervell,Texas,32.22236802,-97.77403489,117,3
Sumner,Kansas,37.23682549,-97.47721621,117,3
Edmonson,Kentucky,37.21218923,-86.23955613,116,12
Jefferson,Iowa,41.03192394,-91.94849466,116,0
Montague,Texas,33.67521893,-97.72500958,116,3
Taos,New Mexico,36.58006022,-105.6310198,116,2
Warren,Georgia,33.41146451,-82.67795848,116,5
Fulton,Kentucky,36.55238827,-89.20140068,115,2
Ramsey,North Dakota,48.26886249,-98.72223879,115,2
Wabasha,Minnesota,44.28424356,-92.23121312,115,0
Anderson,Kentucky,38.00671029,-84.99171713,114,1
Emmet,Michigan,45.52625509,-84.89083249,114,2
Essex,Virginia,37.93357639,-76.94230311,114,2
Iowa,Wisconsin,43.00050278,-90.13469017,114,0
Morgan,Missouri,38.4181765,-92.88791859,114,0
Prairie,Arkansas,34.83624419,-91.55162157,114,0
White,Illinois,38.08706198,-88.17657461,114,0
Bristol,Virginia,36.6163024,-82.16359122,113,2
Brown,Minnesota,44.24205652,-94.72562874,113,2
Carter,Kentucky,38.31690743,-83.05092385,113,3
Craig,Oklahoma,36.76268118,-95.20916602,113,1
Crawford,Michigan,44.68255561,-84.61006219,113,5
Jefferson,Kansas,39.2347941,-95.38289232,113,0
Lake,South Dakota,44.02193107,-97.12926365,113,6
McKenzie,North Dakota,47.7413337,-103.395905,113,2
Cass,Iowa,41.33149454,-94.92792482,112,2
Clark,Illinois,39.33425789,-87.78705622,112,2
Clay,Georgia,31.62221166,-84.97713865,112,2
Faribault,Minnesota,43.67381499,-93.94787458,112,0
Grafton,New Hampshire,43.93779815,-71.82057197,112,1
Henry,Missouri,38.38482826,-93.79293734,112,3
Morrison,Minnesota,46.01265363,-94.27341528,112,1
Newton,Arkansas,35.91947491,-93.21612969,112,15
Rockcastle,Kentucky,37.36642393,-84.31176452,112,0
Eastland,Texas,32.32743996,-98.83243566,111,2
Lincoln,West Virginia,38.172154,-82.07017953,111,1
Palo Alto,Iowa,43.08193849,-94.67824621,111,0
Silver Bow,Montana,45.90018933,-112.6620092,111,0
Delaware,New York,42.19837623,-74.96709306,110,4
Garrard,Kentucky,37.6388668,-84.53289319,110,2
Johnson,Kentucky,37.85106355,-82.8264322,110,1
King William,Virginia,37.70965316,-77.09384941,110,2
Meigs,Ohio,39.09224872,-82.0305041,110,3
Phillips,Montana,48.25936577,-107.9128511,110,0
Rutland,Vermont,43.57723578,-73.03741676,110,1
Saguache,Colorado,38.08054629,-106.282466,110,2
Stephens,Texas,32.73553157,-98.83631615,110,3
Benewah,Idaho,47.21754179,-116.6586851,109,1
Bollinger,Missouri,37.32449052,-90.02725304,109,1
Buffalo,South Dakota,44.07657829,-99.20814467,109,3
Dallas,Arkansas,33.97042763,-92.65167437,109,2
Fairfax City,Virginia,38.85157547,-77.2977964,109,7
Humboldt,Nevada,41.40692186,-118.1109427,109,4
Iowa,Iowa,41.68630265,-92.0643373,109,1
Lajas,Puerto Rico,18.011661,-67.040585,109,0
Quebradillas,Puerto Rico,18.439692,-66.926113,109,0
Van Buren,Arkansas,35.58095779,-92.51295036,109,2
Coosa,Alabama,32.93690146,-86.24847739,108,3
Harper,Kansas,37.19175361,-98.07578384,108,1
Lincoln,Wyoming,42.26376367,-110.6563997,108,0
Taylor,Iowa,40.73710579,-94.69778563,108,1
Washakie,Wyoming,43.90451606,-107.680187,108,0
York,Nebraska,40.87272618,-97.59710186,108,0
Bourbon,Kentucky,38.2054607,-84.21827874,107,1
Carroll,Missouri,39.42762566,-93.50626255,107,0
Franklin,Texas,33.17653242,-95.21917243,107,4
Fremont,Idaho,44.22800938,-111.4809943,107,1
Johnson,Illinois,37.45939802,-88.88165419,107,0
Latimer,Oklahoma,34.87844729,-95.25215049,107,2
Mercer,Kentucky,37.81474237,-84.87488475,107,1
Page,Iowa,40.7393172,-95.1497813,107,0
Todd,Kentucky,36.8381152,-87.17878374,107,0
Bandera,Texas,29.74619598,-99.24598147,106,3
Clay,Tennessee,36.55151008,-85.53930419,106,0
Coos,Oregon,43.17406868,-124.0594514,106,0
Gray,Kansas,37.73836671,-100.4369088,106,0
Howard,Missouri,39.1435761,-92.69756691,106,0
Monona,Iowa,42.05220391,-95.95743843,106,1
Rolette,North Dakota,48.77245354,-99.84097493,106,2
Washington,Illinois,38.35309213,-89.40982703,106,1
Kearney,Nebraska,40.50663314,-98.94877182,105,0
Ochiltree,Texas,36.27829105,-100.8158184,105,3
Otoe,Nebraska,40.64843556,-96.13374142,105,1
Power,Idaho,42.69254894,-112.8395742,105,0
Randolph,Missouri,39.44007257,-92.4971374,105,1
Sac,Iowa,42.38624071,-95.10547892,105,0
Tyrrell,North Carolina,35.87147226,-76.17055253,105,2
Carroll,New Hampshire,43.87498583,-71.20430216,104,1
Custer,South Dakota,43.67741105,-103.4534521,104,0
Dallas,Missouri,37.6811355,-93.02127031,104,1
Jasper,Illinois,39.01054275,-88.15437049,104,7
Ward,Texas,31.50999644,-103.0927909,104,1
Atoka,Oklahoma,34.37366573,-96.03802487,103,1
Hamilton,Nebraska,40.87349452,-98.02099117,103,12
Monroe,Ohio,39.72984936,-81.08464734,103,18
Perry,Tennessee,35.63708728,-87.86139634,103,0
Taylor,West Virginia,39.33602617,-80.0421439,103,3
Wilbarger,Texas,34.07945812,-99.24178437,103,2
Adams,Wisconsin,43.96974651,-89.76782777,102,3
Douglas,Missouri,36.9325593,-92.49905109,102,2
Garza,Texas,33.17969345,-101.2984114,102,3
Real,Texas,29.83321503,-99.82018052,102,5
Hansford,Texas,36.27743284,-101.3545796,101,3
Llano,Texas,30.70645047,-98.68475262,101,1
Meeker,Minnesota,45.12328869,-94.52839455,101,2
Noble,Oklahoma,36.38953329,-97.22928674,101,2
Pike,Ohio,39.07634001,-83.06769584,101,0
Rock,Minnesota,43.67482683,-96.25296832,101,0
Cass,Minnesota,46.95043611,-94.32603968,99,3
Clare,Michigan,43.98794227,-84.8481986,99,3
Clarion,Pennsylvania,41.19265812,-79.42413524,99,3
Crawford,Wisconsin,43.23870316,-90.93073686,99,0
Greenbrier,West Virginia,37.9463652,-80.45335881,99,3
Hamilton,Texas,31.70470573,-98.11083887,99,3
Hartley,Texas,35.84008013,-102.6029022,99,0
Lyman,South Dakota,43.89522709,-99.85201878,99,3
Ravalli,Montana,46.08520862,-114.1189164,99,2
Ste. Genevieve,Missouri,37.89090059,-90.1949941,99,1
Bennington,Vermont,43.03519828,-73.09048868,98,1
Bradford,Pennsylvania,41.78869215,-76.51570822,98,3
Cortland,New York,42.59509207,-76.07048931,98,0
Floyd,Texas,34.07227468,-101.3031546,98,7
Madison,Missouri,37.47865134,-90.3467143,98,0
Seneca,New York,42.78081007,-76.82497064,98,3
Utuado,Puerto Rico,18.271214,-66.702984,98,0
Buchanan,Virginia,37.26818323,-82.03749726,97,1
Chickasaw,Iowa,43.06001295,-92.31773347,97,0
Greene,Illinois,39.35907414,-90.388865,97,0
Hidalgo,New Mexico,31.91383467,-108.7151824,97,1
Okfuskee,Oklahoma,35.46485198,-96.32639984,97,3
Vilas,Wisconsin,46.05467334,-89.51719204,97,0
Webster,Kentucky,37.52168356,-87.67989953,97,2
Amelia,Virginia,37.34081025,-77.98584649,96,3
Cumberland,Virginia,37.51328851,-78.24398086,96,0
Issaquena,Mississippi,32.72531359,-90.97392828,96,3
Jefferson,Pennsylvania,41.12913106,-78.9986361,96,1
Monroe,Iowa,41.02988815,-92.8690667,96,8
Pamlico,North Carolina,35.15253315,-76.66559823,96,2
Penuelas,Puerto Rico,18.059645,-66.721572,96,0
Ralls,Missouri,39.52817427,-91.51838643,96,0
Clatsop,Oregon,45.99712889,-123.660711,95,0
Monroe,West Virginia,37.56274716,-80.54577965,95,1
Van Buren,Iowa,40.75326764,-91.95017958,95,1
Wabash,Illinois,38.44272901,-87.84922065,95,1
Currituck,North Carolina,36.36123664,-75.95876401,94,0
Mason,West Virginia,38.77071799,-82.02524219,94,1
Mercer,Illinois,41.20596782,-90.74290052,94,4
Rio Grande,Colorado,37.5836865,-106.3847838,94,2
San Miguel,Colorado,38.00450883,-108.4020725,94,0
Breckinridge,Kentucky,37.77377239,-86.42885017,93,2
Jackson,Minnesota,43.67423373,-95.15398258,93,0
Lawrence,Illinois,38.71987914,-87.72884035,93,0
Lucas,Iowa,41.02958964,-93.32780803,93,5
Martin,Indiana,38.7099921,-86.80373186,93,0
Mitchell,Iowa,43.35638371,-92.78887719,93,0
Osceola,Iowa,43.37824276,-95.62422844,93,0
Pulaski,Indiana,41.04166107,-86.69890683,93,1
Roberts,South Dakota,45.62975048,-96.94672673,93,1
Schley,Georgia,32.2654021,-84.31258912,93,2
Swisher,Texas,34.53028891,-101.7349174,93,3
Union,Iowa,41.0277278,-94.24234847,93,3
Vernon,Wisconsin,43.59422667,-90.8324691,93,0
Wexford,Michigan,44.33853602,-85.57712739,93,4
Barton,Missouri,37.50207671,-94.34757022,92,0
Camden,North Carolina,36.33804939,-76.15568396,92,3
Dukes and Nantucket,Massachusetts,41.40674725,-70.68763497,92,1
Lunenburg,Virginia,36.94618528,-78.24133319,92,2
Madison,Montana,45.30080065,-111.9173017,92,1
Mille Lacs,Minnesota,45.93705297,-93.63236823,92,3
Stewart,Tennessee,36.50235092,-87.83920548,92,0
Villalba,Puerto Rico,18.127951,-66.473115,92,0
Hampshire,West Virginia,39.32103553,-78.60826476,91,1
Monroe,Arkansas,34.6815935,-91.20540287,91,0
Scott,Kansas,38.48222076,-100.9066539,91,1
Gallatin,Kentucky,38.75398691,-84.8558382,90,8
Gentry,Missouri,40.21097916,-94.40944419,90,9
Hancock,Tennessee,36.52692871,-83.22375847,90,2
Nowata,Oklahoma,36.79843529,-95.61902331,90,1
Taylor,Wisconsin,45.21179252,-90.5004405,90,3
Wayne,Illinois,38.42955355,-88.42586459,90,2
Winkler,Texas,31.85008651,-103.0485163,90,1
Hyde,North Carolina,35.42017674,-76.15180542,89,0
Knott,Kentucky,37.35388197,-82.94981134,89,1
Love,Oklahoma,33.95273467,-97.23906784,89,0
Mitchell,North Carolina,36.01059309,-82.1582442,89,3
Moore,Tennessee,35.27724699,-86.36230578,89,0
Texas,Missouri,37.31728859,-91.96564727,89,1
Wayne,Kentucky,36.80310688,-84.8251971,89,0
Adams,Ohio,38.84541072,-83.4718964,88,4
Fountain,Indiana,40.12361933,-87.24217689,88,2
Green Lake,Wisconsin,43.80025981,-89.04679553,88,0
Izard,Arkansas,36.09604046,-91.90847954,88,0
Pike,Indiana,38.40112197,-87.23574907,88,1
Wright,Missouri,37.27029221,-92.46914488,88,0
Allegany,New York,42.25748406,-78.02750466,87,1
Greer,Oklahoma,34.93535801,-99.5605612,87,8
Koochiching,Minnesota,48.24539665,-93.78352843,87,3
Lincoln,Montana,48.54265777,-115.4046155,87,2
Murray,Oklahoma,34.48116015,-97.06826283,87,1
Searcy,Arkansas,35.9109364,-92.69936482,87,0
Yancey,North Carolina,35.90079156,-82.31237181,87,0
Brown,Indiana,39.19605589,-86.22868909,86,2
Clay,North Carolina,35.05704275,-83.74353633,86,1
Leelanau,Michigan,44.94430054,-85.80150326,86,1
Madison,Virginia,38.41531222,-78.28220331,86,2
Marquette,Wisconsin,43.81911946,-89.40073763,86,1
Northumberland,Virginia,37.89202088,-76.41949732,86,3
Union,Kentucky,37.66166713,-87.94300009,86,0
Brooke,West Virginia,40.27367263,-80.57915332,85,1
Carbon,Montana,45.22850116,-109.0274047,85,0
McCulloch,Texas,31.1925468,-99.34682807,85,1
Ripley,Missouri,36.65460667,-90.85990261,85,0
Van Wert,Ohio,40.8554138,-84.591117,85,2
Churchill,Nevada,39.58105744,-118.3394607,84,1
Cumberland,Kentucky,36.78926125,-85.39050034,84,0
Rockbridge,Virginia,37.81204314,-79.44605905,84,1
Scott,Arkansas,34.85588887,-94.0632176,84,0
Vermillion,Indiana,39.8523352,-87.46160542,84,0
Vieques,Puerto Rico,18.123276,-65.440971,84,0
Fillmore,Minnesota,43.67394126,-92.08980382,83,0
Mason,Kentucky,38.59471935,-83.82151043,83,2
Mecosta,Michigan,43.64064262,-85.32463223,83,2
Nelson,Virginia,37.78790447,-78.88498513,83,0
Bourbon,Kansas,37.85508555,-94.84865997,82,2
Ceiba,Puerto Rico,18.251818,-65.666416,82,0
Maunabo,Puerto Rico,18.017889,-65.922235,82,0
Crosby,Texas,33.61431553,-101.3000364,81,1
Houston,Tennessee,36.28872054,-87.71878828,81,0
Larue,Kentucky,37.54567114,-85.70138352,81,1
Otero,Colorado,37.9014485,-103.7173385,81,6
Addison,Vermont,44.03217337,-73.14130877,80,2
Davis,Iowa,40.74773536,-92.41005468,80,2
Lake,Colorado,39.20278823,-106.3555697,80,0
Las Marias,Puerto Rico,18.23679,-66.98362,80,0
Metcalfe,Kentucky,36.99459295,-85.63123699,80,2
Pennington,Minnesota,48.06642577,-96.0370814,80,1
Valley,Idaho,44.76728382,-115.5676773,80,1
Vernon,Missouri,37.8457799,-94.34127305,80,0
Butler,Nebraska,41.22703692,-97.13106306,79,0
Langlade,Wisconsin,45.26271619,-89.07483625,79,2
Neosho,Kansas,37.55862897,-95.30670046,79,0
Owen,Kentucky,38.51679143,-84.82404619,79,0
Paulding,Ohio,41.11676341,-84.5801017,79,0
Prowers,Colorado,37.95544985,-102.3926052,79,0
Woodward,Oklahoma,36.42316318,-99.26283045,79,0
Benton,Indiana,40.60626947,-87.31093999,78,0
Cuming,Nebraska,41.91637624,-96.78730772,78,0
Grant,New Mexico,32.73911281,-108.3827845,78,2
Guanica,Puerto Rico,17.982429,-66.919643,78,0
Lincoln,Wisconsin,45.33737523,-89.73411273,78,1
Reagan,Texas,31.36607041,-101.5232659,78,6
Wayne,Missouri,37.11303869,-90.46001416,78,0
Worth,Iowa,43.37750768,-93.26087602,78,0
Barnes,North Dakota,46.93579637,-98.06605978,77,0
Clarke,Virginia,39.11271747,-77.99199425,77,0
Coffey,Kansas,38.2365018,-95.73379515,77,8
Edgar,Illinois,39.6809186,-87.74759563,77,0
Lynn,Texas,33.17657705,-101.8162849,77,4
Renville,Minnesota,44.72836381,-94.94553734,77,6
San Miguel,New Mexico,35.48014807,-104.8163562,77,0
Socorro,New Mexico,34.00715494,-106.9298354,77,6
Todd,South Dakota,43.19338568,-100.7195503,77,5
Windsor,Vermont,43.58010937,-72.58595157,77,2
Appanoose,Iowa,40.74324454,-92.86865906,76,3
Gates,North Carolina,36.44667547,-76.69749701,76,2
Hill,Montana,48.62879827,-110.1129252,76,2
Mason,Illinois,40.23917274,-89.91824452,76,1
McCreary,Kentucky,36.73874143,-84.48102924,76,0
Osceola,Michigan,43.98992088,-85.32566756,76,0
Sutton,Texas,30.49856623,-100.5382014,76,2
Fulton,Illinois,40.47289135,-90.20862357,75,0
Gladwin,Michigan,43.98901072,-84.38774817,75,2
Jim Hogg,Texas,27.04453923,-98.6968187,75,2
Nemaha,Nebraska,40.38514847,-95.85433992,75,0
Osage,Missouri,38.46036182,-91.8613635,75,1
Parke,Indiana,39.77202286,-87.20375833,75,2
Roscommon,Michigan,44.33473082,-84.61067651,75,3
Jackson,Wisconsin,44.31864893,-90.80566792,74,1
Kit Carson,Colorado,39.30497777,-102.6022199,74,3
Trigg,Kentucky,36.80767017,-87.87333656,74,0
Turner,South Dakota,43.3109081,-97.14865776,74,0
Baker,Georgia,31.32669878,-84.44218806,73,3
Crowley,Colorado,38.32608609,-103.7844965,73,1
Macon,Missouri,39.83049768,-92.56453089,73,0
Mitchell,Texas,32.30623474,-100.9212058,73,1
Buena Vista,Virginia,37.73484642,-79.35296097,72,1
Crawford,Illinois,39.0032229,-87.75954624,72,0
Dewey,South Dakota,45.15639647,-100.8709139,72,0
Dickinson,Kansas,38.86600962,-97.15532383,72,1
Johnston,Oklahoma,34.31440473,-96.66011537,72,0
Piatt,Illinois,40.01360584,-88.59319339,72,0
Powell,Kentucky,37.83218794,-83.82553961,72,0
Sabine,Texas,31.34318809,-93.85440451,72,6
Yellow Medicine,Minnesota,44.71710183,-95.86842453,72,1
Livingston,Missouri,39.78110272,-93.54645978,71,1
Mariposa,California,37.57978556,-119.9073334,71,2
McDowell,West Virginia,37.38002939,-81.65083669,71,0
Ohio,Indiana,38.955305,-84.96515993,71,7
Valdez-Cordova,Alaska,61.47502768,-144.7126799,71,0
Beaverhead,Montana,45.13434354,-112.8984694,70,0
Blackford,Indiana,40.47388153,-85.32499702,70,2
Crane,Texas,31.43052248,-102.5143314,70,2
Hardy,West Virginia,39.00683177,-78.85855301,70,0
Martin,Texas,32.30600051,-101.9513518,70,5
Montgomery,Arkansas,34.53704874,-93.65824478,70,3
Montgomery,Iowa,41.03018714,-95.15642896,70,4
Venango,Pennsylvania,41.40323442,-79.75845449,70,1
Charlevoix,Michigan,45.37790017,-85.19614053,69,2
Cheboygan,Michigan,45.44787015,-84.50122149,69,2
Custer,Nebraska,41.39374521,-99.72805369,69,4
Ford,Illinois,40.59706922,-88.22350769,69,2
Houston,Minnesota,43.67129565,-91.49143057,69,0
Jefferson,Washington,47.75003077,-123.5609704,69,0
Kearny,Kansas,38.00017981,-101.321681,69,1
Lemhi,Idaho,44.9438088,-113.9309747,69,0
Schoharie,New York,42.58831742,-74.4433903,69,0
Waldo,Maine,44.4858305,-69.12061935,69,14
Caldwell,Kentucky,37.14749129,-87.86948214,68,0
Clinton,Kentucky,36.72581156,-85.13377529,68,1
Mason,Texas,30.71780434,-99.22629416,68,0
Menard,Illinois,40.02742725,-89.80246001,68,0
Baker,Oregon,44.70915557,-117.6749883,67,2
Doniphan,Kansas,39.79067154,-95.14056866,67,0
Fleming,Kentucky,38.36758311,-83.69657514,67,0
Forest,Wisconsin,45.66678019,-88.77084892,67,4
Letcher,Kentucky,37.12306748,-82.85346474,67,2
Lincoln,Idaho,43.0012336,-114.1358773,67,0
Yukon-Koyukuk,Alaska,65.50815459,-151.3907387,67,1
Charles City,Virginia,37.35358063,-77.05634116,66,5
Custer,Montana,46.25319932,-105.5737526,66,2
